iter	Passed	Remaining
1659	162231	93136
1660	162336	93043
1661	162439	92948
1662	162544	92854
1663	162648	92760
1664	162754	92667
1665	162860	92574
1666	162967	92481
1667	163071	92387
1668	163180	92296
1669	163287	92203
1670	163393	92110
1671	163496	92015
1672	163604	91923
1673	163717	91834
1674	163818	91738
1675	163933	91650
1676	164036	91555
1677	164142	91462
1678	164246	91367
1679	164348	91271
1680	164456	91179
1681	164561	91086
1682	164671	90994
1683	164778	90902
1684	164887	90810
1685	164991	90716
1686	165098	90622
1687	165201	90528
1688	165306	90434
1689	165416	90342
1690	165519	90247
1691	165628	90155
1692	165730	90060
1693	165838	89967
1694	165944	89874
1695	166058	89785
1696	166168	89694
1697	166275	89600
1698	166377	89505
1699	166483	89411
1700	166588	89317
1701	166690	89221
1702	166800	89129
1703	166906	89036
1704	167010	88941
1705	167120	88850
1706	167225	88755
1707	167333	88663
1708	167438	88569
1709	167542	88474
1710	167656	88384
1711	167764	88291
1712	167873	88199
1713	167976	88104
1714	168083	88011
1715	168184	87914
1716	168290	87820
1717	168396	87727
1718	168500	87631
1719	168609	87539
1720	168714	87445
1721	168819	87350
1722	168921	87254
1723	169024	87159
1724	169141	87071
1725	169254	86980
1726	169363	86888
1727	169470	86794
1728	169575	86700
1729	169681	86606
1730	169791	86514
1731	169898	86420
1732	170000	86324
1733	170106	86230
1734	170211	86135
1735	170318	86042
1736	170420	85946
1737	170530	85853
1738	170636	85760
1739	170746	85667
1740	170852	85573
1741	170956	85478
1742	171064	85384
1743	171117	85264
1744	171223	85170
1745	171328	85075
1746	171432	84980
1747	171542	84887
1748	171647	84793
1749	171753	84698
1750	171853	84601
1751	171959	84507
1752	172063	84412
1753	172168	84317
1754	172275	84223
1755	172382	84129
1756	172490	84036
1757	172596	83941
1758	172702	83847
1759	172808	83753
1760	172916	83659
1761	173024	83566
1762	173147	83479
1763	173257	83387
1764	173365	83293
1765	173469	83198
1766	173574	83103
1767	173675	83006
1768	173783	82913
1769	173885	82816
1770	173990	82721
1771	174093	82625
1772	174203	82533
1773	174312	82439
1774	174421	82346
1775	174525	82251
1776	174633	82157
1777	174741	82063
1778	174849	81969
1779	174959	81877
1780	175067	81783
1781	175173	81688
1782	175280	81594
1783	175386	81499
1784	175490	81404
1785	175604	81312
1786	175710	81218
1787	175812	81121
1788	175920	81027
1789	176024	80931
1790	176134	80838
1791	176238	80743
1792	176342	80647
1793	176452	80554
1794	176562	80461
1795	176669	80366
1796	176774	80271
1797	176879	80176
1798	176986	80081
1799	177093	79987
1800	177201	79893
1801	177303	79796
1802	177407	79700
1803	177512	79605
1804	177616	79509
1805	177716	79411
1806	177824	79317
1807	177935	79224
1808	178042	79130
1809	178153	79036
1810	178259	78942
1811	178369	78848
1812	178470	78751
1813	178577	78656
1814	178682	78561
1815	178709	78431
1816	178814	78335
1817	178916	78239
1818	179026	78145
1819	179134	78051
1820	179247	77959
1821	179355	77864
1822	179456	77767
1823	179570	77676
1824	179674	77580
1825	179779	77484
1826	179885	77389
1827	179989	77293
1828	180097	77198
1829	180205	77104
1830	180311	77009
1831	180418	76914
1832	180523	76818
1833	180627	76722
1834	180730	76625
1835	180834	76529
1836	180936	76432
1837	181042	76337
1838	181144	76240
1839	181252	76145
1840	181357	76049
1841	181462	75954
1842	181569	75859
1843	181674	75763
1844	181783	75669
1845	181888	75573
1846	181994	75478
1847	182098	75381
1848	182206	75286
1849	182310	75190
1850	182415	75094
1851	182517	74997
1852	182620	74900
1853	182723	74804
1854	182825	74707
1855	182932	74612
1856	183039	74516
1857	183149	74422
1858	183259	74328
1859	183366	74233
1860	183473	74138
1861	183575	74041
1862	183684	73947
1863	183797	73854
1864	183902	73758
1865	184010	73663
1866	184115	73567
1867	184219	73470
1868	184325	73375
1869	184431	73279
1870	184533	73182
1871	184644	73088
1872	184751	72992
1873	184860	72898
1874	184965	72802
1875	185073	72707
1876	185181	72612
1877	185292	72518
1878	185398	72422
1879	185507	72328
1880	185614	72232
1881	185725	72138
1882	185829	72042
1883	185932	71945
1884	186041	71850
1885	186145	71753
1886	186251	71658
1887	186356	71561
1888	186462	71465
1889	186570	71370
1890	186679	71275
1891	186785	71180
1892	186905	71089
1893	187022	70997
1894	187130	70902
1895	187242	70808
1896	187342	70710
1897	187451	70615
1898	187551	70516
1899	187657	70420
1900	187759	70323
1901	187865	70227
1902	187975	70132
1903	188077	70035
1904	188185	69939
1905	188293	69844
1906	188403	69749
1907	188507	69653
1908	188613	69556
1909	188721	69461
1910	188826	69364
1911	188934	69269
1912	189039	69172
1913	189149	69078
1914	189254	68981
1915	189359	68885
1916	189468	68789
1917	189573	68693
1918	189679	68596
1919	189789	68502
1920	189898	68407
1921	190003	68310
1922	190114	68215
1923	190224	68120
1924	190331	68024
1925	190439	67929
1926	190545	67833
1927	190655	67738
1928	190758	67640
1929	190863	67543
1930	190966	67446
1931	191069	67348
1932	191176	67253
1933	191284	67157
1934	191389	67060
1935	191498	66965
1936	191606	66869
1937	191711	66772
1938	191819	66676
1939	191939	66585
1940	192049	66490
1941	192156	66393
1942	192262	66297
1943	192367	66200
1944	192473	66103
1945	192574	66005
1946	192680	65909
1947	192783	65811
1948	192910	65722
1949	193012	65624
1950	193143	65536
1951	193251	65440
1952	193360	65344
1953	193464	65247
1954	193572	65151
1955	193681	65055
1956	193793	64961
1957	193894	64862
1958	194003	64766
1959	194107	64669
1960	194210	64571
1961	194313	64474
1962	194428	64380
1963	194535	64283
1964	194641	64187
1965	194753	64092
1966	194857	63994
1967	194964	63898
1968	195069	63801
1969	195178	63705
1970	195284	63608
1971	195393	63512
1972	195498	63415
1973	195603	63318
1974	195703	63219
1975	195810	63123
1976	195915	63026
1977	196021	62929
1978	196128	62832
1979	196236	62736
1980	196340	62638
1981	196450	62543
1982	196565	62449
1983	196670	62351
1984	196778	62255
1985	196879	62156
1986	196983	62059
1987	197090	61962
1988	197192	61864
1989	197301	61768
1990	197407	61671
1991	197520	61576
1992	197623	61478
1993	197729	61381
1994	197836	61284
1995	197946	61188
1996	198048	61090
1997	198159	60995
1998	198261	60896
1999	198367	60799
2000	198473	60702
2001	198577	60604
2002	198682	60507
2003	198791	60411
2004	198897	60314
2005	199004	60217
2006	199108	60119
2007	199216	60022
2008	199342	59931
2009	199454	59836
2010	199567	59741
2011	199676	59644
2012	199782	59547
2013	199887	59450
2014	199994	59353
2015	200096	59254
2016	200204	59158
2017	200310	59060
2018	200417	58963
2019	200523	58866
2020	200631	58769
2021	200739	58673
2022	200846	58576
2023	200947	58477
2024	201054	58380
2025	201160	58282
2026	201273	58187
2027	201377	58089
2028	201483	57992
2029	201590	57895
2030	201691	57796
2031	201802	57700
2032	201908	57602
2033	202016	57506
2034	202118	57407
2035	202224	57310
2036	202328	57212
2037	202447	57118
2038	202551	57020
2039	202656	56922
2040	202771	56827
2041	202876	56729
2042	202983	56632
2043	203085	56534
2044	203194	56437
2045	203295	56338
2046	203402	56241
2047	203506	56143
2048	203619	56047
2049	203732	55951
2050	203844	55855
2051	203951	55758
2052	204057	55661
2053	204162	55563
2054	204265	55464
2055	204369	55366
2056	204474	55268
2057	204580	55171
2058	204686	55073
2059	204810	54980
2060	204921	54884
2061	205026	54786
2062	205131	54688
2063	205246	54593
2064	205352	54495
2065	205459	54397
2066	205579	54303
2067	205682	54205
2068	205792	54108
2069	205916	54015
2070	206031	53920
2071	206135	53822
2072	206248	53726
2073	206356	53628
2074	206456	53529
2075	206561	53431
2076	206666	53333
2077	206774	53235
2078	206881	53138
2079	206984	53039
2080	207093	52942
2081	207194	52843
2082	207302	52746
2083	207406	52647
2084	207515	52550
2085	207619	52452
2086	207722	52353
2087	207828	52255
2088	207932	52157
2089	208044	52060
2090	208147	51962
2091	208252	51864
2092	208367	51768
2093	208482	51672
2094	208602	51578
2095	208703	51478
2096	208808	51380
2097	208913	51282
2098	209017	51183
2099	209132	51088
2100	209234	50989
2101	209339	50890
2102	209442	50792
2103	209545	50693
2104	209658	50596
2105	209758	50497
2106	209864	50399
2107	209965	50300
2108	210071	50201
2109	210174	50103
2110	210277	50004
2111	210380	49905
2112	210482	49806
2113	210592	49709
2114	210710	49614
2115	210819	49516
2116	210921	49417
2117	211025	49318
2118	211127	49219
2119	211231	49121
2120	211334	49022
2121	211437	48923
2122	211543	48825
2123	211650	48727
2124	211758	48629
2125	211863	48531
2126	211967	48432
2127	212073	48334
2128	212179	48236
2129	212281	48137
2130	212382	48037
2131	212487	47939
2132	212593	47840
2133	212701	47743
2134	212810	47645
2135	212916	47547
2136	213020	47448
2137	213127	47350
2138	213236	47252
2139	213345	47155
2140	213454	47057
2141	213556	46958
2142	213664	46860
2143	213766	46761
2144	213877	46664
2145	213979	46565
2146	214087	46467
2147	214199	46370
2148	214304	46271
2149	214412	46173
2150	214525	46076
2151	214636	45979
2152	214748	45882
2153	214857	45784
2154	214961	45685
2155	215066	45586
2156	215173	45488
2157	215278	45390
2158	215384	45291
2159	215490	45193
2160	215602	45095
2161	215708	44997
2162	215816	44899
2163	215924	44801
2164	216031	44702
2165	216138	44604
2166	216245	44506
2167	216353	44408
2168	216460	44310
2169	216565	44211
2170	216676	44113
2171	216781	44015
2172	216892	43917
2173	216997	43818
2174	217107	43720
2175	217214	43622
2176	217316	43523
2177	217422	43424
2178	217528	43326
2179	217630	43226
2180	217733	43127
2181	217835	43028
2182	217940	42929
2183	218045	42830
2184	218150	42731
2185	218256	42632
2186	218359	42533
2187	218461	42434
2188	218565	42335
2189	218671	42236
2190	218774	42137
2191	218888	42040
2192	218994	41941
2193	219097	41842
2194	219200	41742
2195	219305	41644
2196	219408	41544
2197	219511	41445
2198	219616	41346
2199	219719	41247
2200	219823	41148
2201	219926	41048
2202	220035	40950
2203	220142	40852
2204	220254	40754
2205	220357	40655
2206	220465	40556
2207	220564	40456
2208	220670	40358
2209	220773	40258
2210	220876	40159
2211	220982	40060
2212	221085	39961
2213	221191	39862
2214	221297	39763
2215	221402	39664
2216	221507	39565
2217	221613	39466
2218	221717	39367
2219	221820	39268
2220	221925	39169
2221	222033	39070
2222	222135	38971
2223	222242	38872
2224	222347	38773
2225	222447	38673
2226	222555	38574
2227	222657	38475
2228	222777	38378
2229	222881	38279
2230	222987	38180
2231	223090	38081
2232	223203	37983
2233	223305	37883
2234	223412	37785
2235	223519	37686
2236	223625	37587
2237	223731	37488
2238	223836	37389
2239	223952	37292
2240	224006	37184
2241	224110	37085
2242	224213	36985
2243	224317	36886
2244	224423	36787
2245	224525	36687
2246	224632	36588
2247	224735	36489
2248	224839	36390
2249	224941	36290
2250	225046	36191
2251	225156	36093
2252	225259	35993
2253	225368	35894
2254	225474	35795
2255	225583	35697
2256	225684	35597
2257	225792	35498
2258	225898	35399
2259	226005	35300
2260	226107	35201
2261	226215	35102
2262	226322	35003
2263	226425	34903
2264	226531	34804
2265	226636	34705
2266	226741	34606
2267	226847	34507
2268	226951	34407
2269	227061	34309
2270	227166	34210
2271	227268	34110
2272	227373	34011
2273	227481	33912
2274	227584	33812
2275	227685	33712
2276	227790	33613
2277	227899	33514
2278	228003	33415
2279	228119	33317
2280	228220	33217
2281	228325	33118
2282	228428	33018
2283	228536	32919
2284	228640	32820
2285	228744	32720
2286	228851	32621
2287	228954	32521
2288	229059	32422
2289	229163	32323
2290	229270	32224
2291	229375	32124
2292	229488	32026
2293	229590	31926
2294	229692	31826
2295	229795	31727
2296	229906	31628
2297	230010	31528
2298	230116	31429
2299	230223	31330
2300	230324	31230
2301	230428	31130
2302	230530	31031
2303	230640	30932
2304	230744	30832
2305	230850	30733
2306	230959	30634
2307	231070	30535
2308	231179	30436
2309	231284	30337
2310	231397	30238
2311	231498	30138
2312	231602	30039
2313	231707	29939
2314	231816	29840
2315	231925	29741
2316	232028	29641
2317	232135	29542
2318	232237	29442
2319	232345	29343
2320	232446	29243
2321	232551	29144
2322	232658	29044
2323	232762	28945
2324	232871	28846
2325	232980	28746
2326	233089	28647
2327	233195	28548
2328	233301	28448
2329	233406	28349
2330	233513	28250
2331	233617	28150
2332	233725	28051
2333	233830	27951
2334	233938	27852
2335	234041	27752
2336	234148	27652
2337	234249	27552
2338	234365	27454
2339	234470	27354
2340	234573	27255
2341	234680	27155
2342	234785	27055
2343	234894	26956
2344	234998	26856
2345	235105	26757
2346	235206	26657
2347	235321	26558
2348	235425	26459
2349	235529	26359
2350	235637	26259
2351	235745	26160
2352	235852	26060
2353	235955	25961
2354	236063	25861
2355	236167	25761
2356	236271	25662
2357	236376	25562
2358	236482	25462
2359	236586	25362
2360	236693	25263
2361	236798	25163
2362	236852	25058
2363	236959	24958
2364	237064	24859
2365	237172	24759
2366	237275	24659
2367	237378	24559
2368	237485	24460
2369	237587	24360
2370	237705	24261
2371	237810	24161
2372	237917	24062
2373	238023	23962
2374	238129	23863
2375	238239	23763
2376	238345	23664
2377	238448	23564
2378	238556	23464
2379	238657	23364
2380	238760	23264
2381	238865	23164
2382	238969	23064
2383	239073	22964
2384	239173	22864
2385	239276	22764
2386	239377	22664
2387	239478	22563
2388	239595	22465
2389	239703	22365
2390	239803	22265
2391	239910	22165
2392	240015	22065
2393	240119	21965
2394	240221	21865
2395	240321	21765
2396	240428	21665
2397	240530	21565
2398	240632	21465
2399	240736	21365
2400	240839	21265
2401	240943	21165
2402	241049	21065
2403	241159	20966
2404	241287	20868
2405	241438	20772
2406	241767	20691
2407	242094	20610
2408	242317	20520
2409	242424	20419
2410	242524	20319
2411	242626	20218
2412	242735	20119
2413	242845	20019
2414	242947	19918
2415	243051	19818
2416	243149	19717
2417	243249	19616
2418	243349	19516
2419	243447	19415
2420	243547	19314
2421	243646	19214
2422	243744	19113
2423	243843	19012
2424	243943	18911
2425	244042	18811
2426	244142	18710
2427	244239	18609
2428	244335	18508
2429	244433	18407
2430	244529	18307
2431	244629	18206
2432	244728	18105
2433	244826	18004
2434	244926	17904
2435	245024	17803
2436	245123	17702
2437	245226	17602
2438	245323	17501
2439	245417	17400
2440	245519	17300
2441	245618	17199
2442	245722	17098
2443	245825	16998
2444	245924	16897
2445	246020	16797
2446	246119	16696
2447	246218	16595
2448	246318	16494
2449	246418	16394
2450	246513	16293
2451	246616	16193
2452	246715	16092
2453	246810	15991
2454	246908	15890
2455	247007	15789
2456	247103	15689
2457	247202	15588
2458	247297	15487
2459	247395	15386
2460	247495	15286
2461	247595	15185
2462	247698	15085
2463	247798	14984
2464	247898	14883
2465	247993	14783
2466	247997	14676
2467	248097	14576
2468	248198	14475
2469	248296	14375
2470	248396	14274
2471	248493	14173
2472	248593	14073
2473	248695	13972
2474	248791	13872
2475	248891	13771
2476	248988	13670
2477	249087	13570
2478	249189	13469
2479	249288	13369
2480	249386	13268
2481	249481	13167
2482	249577	13066
2483	249678	12966
2484	249782	12866
2485	249880	12765
2486	249978	12664
2487	250075	12564
2488	250174	12463
2489	250271	12362
2490	250368	12262
2491	250468	12161
2492	250564	12060
2493	250666	11960
2494	250766	11859
2495	250867	11759
2496	250880	11654
2497	250985	11554
2498	251084	11454
2499	251184	11353
2500	251288	11253
2501	251385	11152
2502	251398	11048
2503	251497	10947
2504	251600	10847
2505	251698	10746
2506	251796	10646
2507	251893	10545
2508	251991	10445
2509	252089	10344
2510	252187	10244
2511	252283	10143
2512	252379	10042
2513	252478	9942
2514	252576	9841
2515	252675	9741
2516	252679	9637
2517	252776	9536
2518	252877	9436
2519	252977	9336
2520	253075	9235
2521	253172	9135
2522	253271	9034
2523	253368	8934
2524	253467	8833
2525	253564	8733
2526	253665	8632
2527	253765	8532
2528	253863	8432
2529	253965	8331
2530	254062	8231
2531	254161	8130
2532	254261	8030
2533	254363	7930
2534	254463	7829
2535	254562	7729
2536	254658	7628
2537	254756	7528
2538	254856	7427
2539	254955	7327
2540	255057	7227
2541	255153	7126
2542	255253	7026
2543	255355	6925
2544	255453	6825
2545	255554	6725
2546	255651	6624
2547	255749	6524
2548	255844	6423
2549	255942	6323
2550	256039	6222
2551	256139	6122
2552	256236	6022
2553	256336	5921
2554	256438	5821
2555	256537	5720
2556	256634	5620
2557	256736	5520
2558	256837	5419
2559	256933	5319
2560	257031	5218
2561	257127	5118
2562	257227	5018
2563	257325	4917
2564	257422	4817
2565	257520	4716
2566	257619	4616
2567	257718	4516
2568	257816	4415
2569	257914	4315
2570	258012	4214
2571	258018	4113
2572	258029	4011
2573	258127	3911
2574	258139	3809
2575	258236	3709
2576	258249	3607
2577	258347	3507
2578	258445	3407
2579	258542	3306
2580	258642	3206
2581	258742	3106
2582	258839	3006
2583	258940	2906
2584	259040	2805
2585	259137	2705
2586	259234	2605
2587	259332	2505
2588	259428	2404
2589	259432	2303
2590	259531	2203
2591	259630	2103
2592	259730	2003
2593	259828	1903
2594	259927	1802
2595	260028	1702
2596	260126	1602
2597	260224	1502
2598	260319	1402
2599	260417	1302
2600	260518	1201
2601	260619	1101
2602	260718	1001
2603	260815	901
2604	260912	801
2605	261012	701
2606	261110	600
2607	261211	500
2608	261313	400
2609	261410	300
2610	261506	200
2611	261605	100
2612	261619	0
