iter	RMSE
267	5.309858948
268	5.300703688
269	5.290383131
270	5.281608928
271	5.274105975
272	5.265888961
273	5.25679756
274	5.245914684
275	5.236857582
276	5.228538128
277	5.21727369
278	5.209246612
279	5.200173375
280	5.190073384
281	5.18077793
282	5.171846491
283	5.163092174
284	5.152851973
285	5.145004122
286	5.136322084
287	5.128676832
288	5.121612119
289	5.113891356
290	5.104774132
291	5.096766066
292	5.087723593
293	5.079743859
294	5.07068397
295	5.061026363
296	5.052731464
297	5.045037434
298	5.03727461
299	5.028347267
300	5.020634991
301	5.01186672
302	5.003579757
303	4.996081054
304	4.986135494
305	4.978912245
306	4.97223115
307	4.96422481
308	4.95597964
309	4.948709484
310	4.942904351
311	4.935148171
312	4.928002514
313	4.920372367
314	4.913391728
315	4.904722743
316	4.895776327
317	4.88804669
318	4.879388948
319	4.870696863
320	4.862730449
321	4.853982894
322	4.84625074
323	4.837923673
324	4.8308305
325	4.822719453
326	4.814716565
327	4.808088605
328	4.80035302
329	4.791658389
330	4.78335682
331	4.775649817
332	4.767709248
333	4.7586399
334	4.751066944
335	4.743937954
336	4.736497533
337	4.729112596
338	4.721232874
339	4.713118589
340	4.706384094
341	4.700041231
342	4.690859156
343	4.683830972
344	4.676603933
345	4.670424845
346	4.664022882
347	4.656585398
348	4.649910736
349	4.640958674
350	4.632395922
351	4.624890899
352	4.619340736
353	4.612663397
354	4.605878557
355	4.59722249
356	4.590090901
357	4.583889286
358	4.578055217
359	4.57103515
360	4.562236935
361	4.554504789
362	4.548387213
363	4.54101395
364	4.5330644
365	4.524253542
366	4.517749306
367	4.512056815
368	4.505585998
369	4.500313395
370	4.491658894
371	4.485283833
372	4.478214588
373	4.47131387
374	4.464748823
375	4.457360135
376	4.449676941
377	4.443776368
378	4.437137736
379	4.431152423
380	4.42487478
381	4.418904945
382	4.413692193
383	4.406696167
384	4.400863287
385	4.395019919
386	4.389523779
387	4.383059211
388	4.376831475
389	4.369328606
390	4.362310438
391	4.354535234
392	4.348620641
393	4.340888471
394	4.335654286
395	4.329158868
396	4.323597135
397	4.316965326
398	4.310773447
399	4.304554642
400	4.298162719
401	4.292847188
402	4.286466849
403	4.280794534
404	4.275758706
405	4.270168568
406	4.261952508
407	4.255058055
408	4.249727408
409	4.243682001
410	4.237574777
411	4.231583508
412	4.226654962
413	4.22069943
414	4.213297288
415	4.206881689
416	4.200493681
417	4.194418264
418	4.187371873
419	4.182140705
420	4.175554546
421	4.169652972
422	4.16431837
423	4.158777382
424	4.153065015
425	4.146084279
426	4.140311968
427	4.134146302
428	4.128265953
429	4.120602656
430	4.114894333
431	4.109003097
432	4.103717082
433	4.098166713
434	4.092614572
435	4.087787444
436	4.082079033
437	4.076830091
438	4.071206322
439	4.06528722
440	4.059933388
441	4.053964259
442	4.048272891
443	4.04211399
444	4.035664967
445	4.029545812
446	4.023573825
447	4.017789795
448	4.011526512
449	4.005601271
450	4.00001634
451	3.995162859
452	3.989441765
453	3.984190602
454	3.979146107
455	3.974373317
456	3.96982474
457	3.963911781
458	3.959195424
459	3.952966703
460	3.947873437
461	3.941973591
462	3.936890562
463	3.931401679
464	3.926573156
465	3.921135401
466	3.91535709
467	3.911310969
468	3.904610467
469	3.899781089
470	3.895131359
471	3.890057255
472	3.884637958
473	3.879315433
474	3.874223658
475	3.868214225
476	3.862804589
477	3.856934848
478	3.851951982
479	3.846964701
480	3.84151222
481	3.835771152
482	3.830587247
483	3.825701756
484	3.820127714
485	3.814562638
486	3.808895759
487	3.804098433
488	3.799062694
489	3.794336795
490	3.789456846
491	3.784057681
492	3.77874402
493	3.773981197
494	3.769038215
495	3.764032168
496	3.759738509
497	3.755032011
498	3.750256082
499	3.744606627
500	3.739904988
501	3.734225206
502	3.729932114
503	3.725303868
504	3.721847718
505	3.717746669
506	3.713661505
507	3.70878924
508	3.703898614
509	3.699203648
510	3.694627397
511	3.691066232
512	3.686747786
513	3.681854407
514	3.676713861
515	3.672839218
516	3.667933387
517	3.663212586
518	3.657922396
519	3.653801579
520	3.648548637
521	3.643628943
522	3.639476221
523	3.634455241
524	3.62989965
525	3.625115006
526	3.620123784
527	3.61549899
528	3.610082692
529	3.605590768
530	3.601180985
531	3.596493183
532	3.592119438
533	3.586921735
534	3.582269093
535	3.578083154
536	3.574153178
537	3.569750826
538	3.564813997
539	3.561162666
540	3.556426613
541	3.552281948
542	3.548196627
543	3.543513117
544	3.538717208
545	3.534465502
546	3.530829324
547	3.526759378
548	3.521784464
549	3.516816196
550	3.512836246
551	3.508720929
552	3.504637124
553	3.499498498
554	3.495359527
555	3.490368265
556	3.485369613
557	3.480977658
558	3.476734563
559	3.471770208
560	3.46774397
561	3.4630443
562	3.458371526
563	3.454360905
564	3.448731428
565	3.443877686
566	3.440062838
567	3.436214491
568	3.432671389
569	3.427918228
570	3.423072111
571	3.41810281
572	3.413879315
573	3.410476155
574	3.406075798
575	3.402117938
576	3.397994841
577	3.39359717
578	3.389901269
579	3.386019562
580	3.382865081
581	3.378609638
582	3.374945118
583	3.370218273
584	3.366286143
585	3.362217686
586	3.357953723
587	3.353915595
588	3.349877922
589	3.34608054
590	3.342440552
591	3.33868353
592	3.334733427
593	3.330899306
594	3.326138294
595	3.322800788
596	3.318733947
597	3.314820113
598	3.310296692
599	3.307150476
600	3.302984167
601	3.299245188
602	3.295586993
603	3.291993429
604	3.287871828
605	3.284084988
606	3.28053523
607	3.276319973
608	3.272607522
609	3.268281326
610	3.264221557
611	3.260468398
612	3.256448795
613	3.252938013
614	3.250195156
615	3.245823715
616	3.2424975
617	3.239139999
618	3.235464245
619	3.231484411
620	3.227392707
621	3.223622512
622	3.220183283
623	3.216827458
624	3.213342192
625	3.209407403
626	3.205821509
627	3.201658433
628	3.197758495
629	3.194781479
630	3.190439029
631	3.187177972
632	3.183678541
633	3.179895864
634	3.175517363
635	3.171629546
636	3.168071474
637	3.16407435
638	3.159749983
639	3.15606201
640	3.152766875
641	3.148340579
642	3.144097052
643	3.140672909
644	3.136030268
645	3.131415425
646	3.128564833
647	3.124560359
648	3.121622107
649	3.118463326
650	3.114891211
651	3.111376648
652	3.108264677
653	3.104553188
654	3.10003102
655	3.096507717
656	3.092953413
657	3.089348965
658	3.085921226
659	3.081524157
660	3.077188759
661	3.073803205
662	3.071211964
663	3.068128846
664	3.065705876
665	3.062361479
666	3.059163359
667	3.055515937
668	3.051421903
669	3.048557048
670	3.045179344
671	3.041948305
672	3.038723241
673	3.035172838
674	3.031707243
675	3.028122837
676	3.024613002
677	3.021414278
678	3.018444176
679	3.015302957
680	3.01172273
681	3.009002612
682	3.005983876
683	3.002183283
684	2.998596106
685	2.99518121
686	2.992054235
687	2.989150905
688	2.986130906
689	2.983132861
690	2.980198329
691	2.977046691
692	2.974150898
693	2.970807316
694	2.96794472
695	2.965280127
696	2.962527917
697	2.959013016
698	2.955790416
699	2.952560981
700	2.948941584
701	2.945885815
702	2.942267377
703	2.93930849
704	2.936933678
705	2.933900765
706	2.93076378
707	2.9280253
708	2.924571917
709	2.921587383
710	2.917982003
711	2.914058176
712	2.91139593
713	2.908356034
714	2.905363365
715	2.902255752
716	2.899236431
717	2.896131322
718	2.8935434
719	2.891009229
720	2.888229892
721	2.885125536
722	2.882657809
723	2.878933971
724	2.87616048
725	2.873583762
726	2.87060124
727	2.868052529
728	2.864572716
729	2.861466104
730	2.858413263
731	2.854966616
732	2.85179627
733	2.849145506
734	2.845881402
735	2.842580419
736	2.839269749
737	2.83688946
738	2.8336428
739	2.830213109
740	2.827878773
741	2.825181324
742	2.82248403
743	2.818915198
744	2.816332105
745	2.813598207
746	2.810073267
747	2.807703156
748	2.804576959
749	2.801321398
750	2.798001595
751	2.795275989
752	2.792633669
753	2.789654852
754	2.786666609
755	2.783453857
756	2.780980988
757	2.778347198
758	2.77501721
759	2.771706821
760	2.768824813
761	2.765910864
762	2.76286167
763	2.760295469
764	2.758010488
765	2.755091172
766	2.752441439
767	2.749897468
768	2.74665101
769	2.743580566
770	2.740978682
771	2.738246054
772	2.735519439
773	2.733254397
774	2.730147499
775	2.728184128
776	2.725354946
777	2.722389671
778	2.719799086
779	2.717077354
780	2.71342167
781	2.710846144
782	2.708291166
783	2.705772428
784	2.702820611
785	2.699814904
786	2.69774976
787	2.694787118
788	2.692388471
789	2.69008241
790	2.687936437
791	2.684684289
792	2.6820891
793	2.67977535
794	2.677499479
795	2.675083129
796	2.672797896
797	2.670091851
798	2.667359522
799	2.664133447
800	2.661691764
801	2.658915171
802	2.656088343
803	2.652847018
804	2.650194119
805	2.647226227
806	2.644516208
807	2.641788849
808	2.639183382
809	2.636659251
810	2.634529151
811	2.632528434
812	2.629566749
813	2.627104533
814	2.624873397
815	2.622120957
816	2.619659664
817	2.617471795
818	2.614989145
819	2.612517536
820	2.609839965
821	2.607274057
822	2.604873539
823	2.602053658
824	2.599478576
825	2.597179873
826	2.594902441
827	2.593200538
828	2.590711485
829	2.587910743
830	2.584953719
831	2.581829289
832	2.579312742
833	2.576902324
834	2.5744387
835	2.571207434
836	2.568676766
837	2.566005238
838	2.563475851
839	2.561135099
840	2.559204262
841	2.556683461
842	2.5545651
843	2.551612753
844	2.548961133
845	2.546688087
846	2.544371465
847	2.54202517
848	2.540307404
849	2.538404187
850	2.535960085
851	2.533496742
852	2.530959936
853	2.528884958
854	2.52589355
855	2.523951884
856	2.521300429
857	2.518714429
858	2.516176356
859	2.513743008
860	2.511565508
861	2.508669796
862	2.506022578
863	2.503813642
864	2.501561867
865	2.498753267
866	2.496754956
867	2.494742505
868	2.492831836
869	2.490479397
870	2.488209913
871	2.486081145
872	2.48316842
873	2.480897718
874	2.478773097
875	2.476043734
876	2.474002391
877	2.472158297
878	2.469400472
879	2.467226835
880	2.464267412
881	2.462278396
882	2.460029876
883	2.45710261
884	2.455238956
885	2.453145699
886	2.451062336
887	2.449034286
888	2.446687249
889	2.44421288
890	2.441985024
891	2.439541893
892	2.437103446
893	2.435066325
894	2.433215584
895	2.430917337
896	2.429182546
897	2.427058522
898	2.424920383
899	2.422453752
900	2.419656191
901	2.417612299
902	2.415639149
903	2.412857919
904	2.410235838
905	2.407383753
906	2.405318077
907	2.402528766
908	2.400283408
909	2.39826725
910	2.396113966
911	2.393454302
912	2.391669288
913	2.389456542
914	2.386565592
915	2.384048071
916	2.381617692
917	2.379473339
918	2.377521119
919	2.375224977
920	2.372940742
921	2.370547348
922	2.368576246
923	2.366873894
924	2.364746877
925	2.362744443
926	2.360672793
927	2.358753307
928	2.356688655
929	2.355240861
930	2.352736575
931	2.350527473
932	2.347908637
933	2.345742268
934	2.343740383
935	2.34148088
936	2.339515961
937	2.337297534
938	2.335355837
939	2.332953116
940	2.331381336
941	2.329453914
942	2.327846928
943	2.325975353
944	2.323593012
945	2.321206845
946	2.319386865
947	2.317298402
948	2.315170125
949	2.313062193
950	2.31075051
951	2.308506298
952	2.306618265
953	2.304736544
954	2.30260783
955	2.30006112
956	2.298454771
957	2.296418276
958	2.293551257
959	2.291204597
960	2.289027208
961	2.286774137
962	2.285019481
963	2.283134111
964	2.28132088
965	2.279135582
966	2.277765758
967	2.275522671
968	2.273494107
969	2.271282577
970	2.26942263
971	2.2672477
972	2.265363823
973	2.26309415
974	2.261303114
975	2.259492263
976	2.25771538
977	2.255907584
978	2.253893477
979	2.251745187
980	2.249941096
981	2.248479991
982	2.246456541
983	2.244857199
984	2.242824501
985	2.241206311
986	2.238889112
987	2.237158812
988	2.235370242
989	2.233420041
990	2.231323936
991	2.229355674
992	2.227418763
993	2.225215663
994	2.223325937
995	2.221155184
996	2.219241285
997	2.217270142
998	2.214843253
999	2.21327403
1000	2.211494259
1001	2.209574632
1002	2.207235332
1003	2.205091451
1004	2.203341129
1005	2.201843203
1006	2.20033136
1007	2.198727138
1008	2.196677247
1009	2.194722127
1010	2.19312513
1011	2.191489623
1012	2.189977595
1013	2.187893185
1014	2.186244983
1015	2.184561384
1016	2.182911076
1017	2.180679608
1018	2.17881676
1019	2.176956759
1020	2.175366925
1021	2.173758111
1022	2.17225949
1023	2.170367583
1024	2.168126688
1025	2.166280152
1026	2.164355624
1027	2.162353048
1028	2.160396383
1029	2.158800334
1030	2.156858417
1031	2.154783564
1032	2.153412996
1033	2.151535196
1034	2.149396919
1035	2.147563563
1036	2.145246037
1037	2.143609304
1038	2.141993368
1039	2.140149323
1040	2.138204329
1041	2.136297424
1042	2.13427551
1043	2.132287938
1044	2.130476847
1045	2.12891976
1046	2.126868226
1047	2.125416508
1048	2.123396336
1049	2.121810051
1050	2.11981438
1051	2.117819663
1052	2.116179955
1053	2.11425071
1054	2.111938071
1055	2.110380062
1056	2.108547978
1057	2.106144637
1058	2.104191504
1059	2.102328108
1060	2.10005548
1061	2.098789336
1062	2.096747862
1063	2.094936266
1064	2.093320803
1065	2.091445348
1066	2.089837776
1067	2.088128034
1068	2.08612113
1069	2.084652087
1070	2.082867123
1071	2.080800384
1072	2.079247824
1073	2.077545475
1074	2.076065462
1075	2.074244989
1076	2.072080702
1077	2.069802836
1078	2.068216956
1079	2.066645815
1080	2.065116252
1081	2.063461698
1082	2.061531732
1083	2.060117702
1084	2.058494665
1085	2.056664191
1086	2.054959061
1087	2.05315189
1088	2.051405896
1089	2.049765676
1090	2.048216358
1091	2.046315689
1092	2.044290958
1093	2.042428936
1094	2.040505219
1095	2.039038981
1096	2.037301409
1097	2.035496624
1098	2.034203449
1099	2.032587086
1100	2.030705659
1101	2.028919623
1102	2.027106951
1103	2.025340118
1104	2.023818364
1105	2.022309358
1106	2.020525853
1107	2.019117487
1108	2.017815456
1109	2.016219514
1110	2.014435666
1111	2.012828977
1112	2.011497363
1113	2.009861721
1114	2.007884965
1115	2.005922676
1116	2.004463558
1117	2.002784659
1118	2.001311026
1119	1.999906436
1120	1.998533298
1121	1.996258124
1122	1.994288657
1123	1.992714642
1124	1.991073075
1125	1.989353442
1126	1.987808135
1127	1.98601838
1128	1.984044773
1129	1.982184962
1130	1.980795494
1131	1.979399509
1132	1.978027556
1133	1.976723296
1134	1.975144559
1135	1.973487932
1136	1.971547595
1137	1.970219079
1138	1.96872209
1139	1.966611937
1140	1.964817469
1141	1.962920399
1142	1.96125979
1143	1.959689671
1144	1.95838145
1145	1.956925368
1146	1.955267703
1147	1.953923099
1148	1.95261476
1149	1.951064403
1150	1.949559809
1151	1.948443265
1152	1.947121669
1153	1.945582218
1154	1.943765259
1155	1.942370801
1156	1.94083742
1157	1.939164488
1158	1.937624387
1159	1.936226284
1160	1.934735343
1161	1.932739805
1162	1.931274635
1163	1.929679702
1164	1.928364221
1165	1.926448154
1166	1.924696582
1167	1.923130986
1168	1.92165703
1169	1.919978659
1170	1.918482533
1171	1.916609752
1172	1.915212644
1173	1.91398544
1174	1.912099891
1175	1.910716939
1176	1.909258021
1177	1.907593598
1178	1.906258602
1179	1.904870032
1180	1.903471894
1181	1.902350046
1182	1.900867445
1183	1.899575293
1184	1.898139124
1185	1.896641961
1186	1.895439706
1187	1.893978546
1188	1.892471957
1189	1.890507991
1190	1.888961277
1191	1.887958969
1192	1.886389159
1193	1.884680921
1194	1.88297545
1195	1.881365774
1196	1.879809061
1197	1.877947241
1198	1.876532817
1199	1.874748155
1200	1.87345799
1201	1.871962782
1202	1.870673256
1203	1.869193218
1204	1.867700632
1205	1.866213354
1206	1.864732003
1207	1.863081535
1208	1.861499591
1209	1.860070285
1210	1.858382226
1211	1.856882341
1212	1.855199936
1213	1.85400992
1214	1.852453408
1215	1.850746683
1216	1.849204865
1217	1.847656274
1218	1.845977457
1219	1.84445681
1220	1.842738642
1221	1.841133981
1222	1.839329737
1223	1.837723884
1224	1.835997067
1225	1.834079481
1226	1.832628201
1227	1.830807249
1228	1.829144479
1229	1.827557771
1230	1.825882139
1231	1.824357738
1232	1.822988811
1233	1.821415231
1234	1.819787489
1235	1.81860223
1236	1.8168185
1237	1.815552156
1238	1.814016851
1239	1.812226912
1240	1.810744694
1241	1.809348277
1242	1.808009616
1243	1.806567596
1244	1.805246384
1245	1.803995439
1246	1.802740661
1247	1.801475969
1248	1.799839616
1249	1.799022768
1250	1.797606261
1251	1.796283777
1252	1.794657211
1253	1.793169996
1254	1.791416853
1255	1.789773027
1256	1.788471643
1257	1.78709632
1258	1.785594342
1259	1.784263869
1260	1.782896436
1261	1.78132184
1262	1.779438576
1263	1.777964372
1264	1.776367358
1265	1.775121126
1266	1.773476817
1267	1.771956864
1268	1.770560535
1269	1.769403156
1270	1.767586073
1271	1.765968741
1272	1.764408837
1273	1.76304308
1274	1.761546589
1275	1.760213186
1276	1.758739769
1277	1.757199921
1278	1.755381724
1279	1.754221357
1280	1.752811348
1281	1.751105497
1282	1.749859026
1283	1.748367646
1284	1.747162183
1285	1.745797781
1286	1.744203074
1287	1.742801555
1288	1.74137701
1289	1.740105675
1290	1.738648813
1291	1.737258477
1292	1.735723665
1293	1.734313392
1294	1.73316696
1295	1.731694315
1296	1.730621375
1297	1.729394139
1298	1.728314883
1299	1.726741213
1300	1.725104076
1301	1.723442145
1302	1.721906442
1303	1.7208031
1304	1.719235368
1305	1.717799418
1306	1.716532091
1307	1.715179878
1308	1.713680925
1309	1.712343598
1310	1.711298675
1311	1.710030958
1312	1.708804024
1313	1.707727264
1314	1.706539194
1315	1.705096184
1316	1.703863762
1317	1.702639574
1318	1.701362799
1319	1.699676417
1320	1.698416082
1321	1.69709174
1322	1.695720562
1323	1.694212356
1324	1.692944058
1325	1.691651096
1326	1.68998632
1327	1.688667629
1328	1.687284964
1329	1.685841578
1330	1.68440664
1331	1.683226093
1332	1.682027126
1333	1.680673456
1334	1.67951736
1335	1.678524607
1336	1.677529908
1337	1.676332695
1338	1.674724413
1339	1.673699957
1340	1.672602052
1341	1.671403733
1342	1.670036554
1343	1.668454035
1344	1.667217297
1345	1.6659396
1346	1.664660736
1347	1.663155026
1348	1.662057056
1349	1.660869273
1350	1.659808236
1351	1.658656353
1352	1.657471534
1353	1.655955781
1354	1.654951666
1355	1.653520033
1356	1.652059362
1357	1.65091929
1358	1.649679218
1359	1.648092653
1360	1.646992243
1361	1.645723953
1362	1.64438123
1363	1.643243136
1364	1.641927742
1365	1.640751143
1366	1.639224617
1367	1.637845826
1368	1.636748034
1369	1.635298307
1370	1.633900724
1371	1.632743279
1372	1.631196259
1373	1.630177305
1374	1.62881624
1375	1.62749045
1376	1.626099492
1377	1.625146259
1378	1.623717088
1379	1.622352025
1380	1.621100785
1381	1.620016813
1382	1.618671432
1383	1.61724238
1384	1.61596109
1385	1.614599333
1386	1.613370211
1387	1.612503369
1388	1.610904576
1389	1.609672342
1390	1.608354053
1391	1.607217208
1392	1.605933315
1393	1.604840245
1394	1.603393091
1395	1.602373199
1396	1.601132915
1397	1.599831681
1398	1.598852692
1399	1.597891537
1400	1.59675384
1401	1.595522454
1402	1.594440335
1403	1.593275987
1404	1.592354379
1405	1.59100609
1406	1.590022537
1407	1.588643704
1408	1.58729889
1409	1.585805429
1410	1.584601498
1411	1.583213464
1412	1.581936818
1413	1.58057622
1414	1.579358521
1415	1.578002006
1416	1.576884486
1417	1.575697977
1418	1.574511452
1419	1.573202526
1420	1.571854113
1421	1.570800196
1422	1.569766105
1423	1.5687465
1424	1.567508859
1425	1.566566442
1426	1.565202147
1427	1.564149922
1428	1.56302933
1429	1.56178311
1430	1.56089989
1431	1.559679862
1432	1.558366064
1433	1.55699208
1434	1.555787493
1435	1.554455597
1436	1.553147349
1437	1.551847714
1438	1.550827529
1439	1.549745967
1440	1.54880592
1441	1.547399397
1442	1.546402186
1443	1.545129644
1444	1.544012655
1445	1.542943424
1446	1.541836492
1447	1.540734842
1448	1.539509372
1449	1.538417862
1450	1.537065231
1451	1.535960918
1452	1.5347104
1453	1.533582533
1454	1.532415894
1455	1.531355597
1456	1.530081312
1457	1.528880123
1458	1.527662253
1459	1.526607722
1460	1.525377656
1461	1.524226576
1462	1.523222103
1463	1.522087683
1464	1.520953128
1465	1.51975971
1466	1.518365168
1467	1.517406727
1468	1.515962226
1469	1.514904346
1470	1.513833517
1471	1.512700052
1472	1.511687386
1473	1.510607907
1474	1.509492858
1475	1.508362755
1476	1.507207414
1477	1.506186647
1478	1.50481773
1479	1.503956337
1480	1.502720055
1481	1.501502973
1482	1.500516778
1483	1.499331688
1484	1.498116678
1485	1.496825614
1486	1.495913469
1487	1.494713166
1488	1.493584418
1489	1.49260272
1490	1.491546383
1491	1.49064966
1492	1.489498981
1493	1.48834291
1494	1.487163943
1495	1.485998614
1496	1.484795376
1497	1.483498002
1498	1.48234971
1499	1.481089479
1500	1.480079915
1501	1.478904523
1502	1.477858102
1503	1.47684344
1504	1.475517737
1505	1.474601256
1506	1.473334361
1507	1.472126383
1508	1.471044936
1509	1.470140233
1510	1.468831477
1511	1.467660874
1512	1.46667928
1513	1.465626242
1514	1.464395905
1515	1.463318278
1516	1.462207978
1517	1.461262073
1518	1.460210425
1519	1.459164065
1520	1.458060682
1521	1.457036572
1522	1.455696624
1523	1.454630385
1524	1.453492202
1525	1.452325377
1526	1.451352128
1527	1.45021978
1528	1.44905411
1529	1.447844191
1530	1.446694139
1531	1.445584738
1532	1.444434481
1533	1.44342305
1534	1.442534878
1535	1.441157688
1536	1.439959684
1537	1.439097181
1538	1.438116029
1539	1.437247186
1540	1.436100543
1541	1.435022693
1542	1.433969258
1543	1.433020385
1544	1.431891815
1545	1.430891099
1546	1.429791178
1547	1.428927795
1548	1.428071738
1549	1.427038887
1550	1.426044219
1551	1.424940042
1552	1.423786448
1553	1.4228272
1554	1.421690239
1555	1.420548829
1556	1.41960015
1557	1.418609943
1558	1.417792438
1559	1.416767987
1560	1.415778936
1561	1.414750008
1562	1.413815782
1563	1.412874877
1564	1.411750031
1565	1.410916174
1566	1.410090787
1567	1.40917254
1568	1.408075705
1569	1.407193608
1570	1.406168947
1571	1.404836654
1572	1.403650006
1573	1.402598305
1574	1.401589076
1575	1.400760512
1576	1.399734054
1577	1.398744151
1578	1.397899832
1579	1.397021032
1580	1.395994116
1581	1.394954852
1582	1.39411851
1583	1.392900292
1584	1.391907831
1585	1.390987997
1586	1.390004864
1587	1.388913105
1588	1.387910172
1589	1.386731007
1590	1.385628191
1591	1.38462638
1592	1.383748072
1593	1.382995919
1594	1.382048718
1595	1.380952496
1596	1.38003003
1597	1.379018307
1598	1.378210426
1599	1.377202777
1600	1.376217385
1601	1.375397153
1602	1.374395934
1603	1.373509058
1604	1.372417262
1605	1.371527704
1606	1.370454933
1607	1.369584232
1608	1.368763763
1609	1.367920279
1610	1.367056831
1611	1.366077417
1612	1.36502932
1613	1.363990958
1614	1.362907773
1615	1.361948584
1616	1.361036552
1617	1.360186406
1618	1.359287844
1619	1.358257194
1620	1.357306163
1621	1.356475837
1622	1.355600332
1623	1.354607306
1624	1.353766142
1625	1.352836603
1626	1.351962504
1627	1.350918357
1628	1.350054195
1629	1.349047188
1630	1.348226427
1631	1.34710937
1632	1.345953299
1633	1.345180547
1634	1.344306069
1635	1.343455084
1636	1.342467934
1637	1.341542432
1638	1.340659599
1639	1.339706493
1640	1.338781591
1641	1.337888418
1642	1.336912235
1643	1.335923445
1644	1.334883767
1645	1.333874692
1646	1.332917769
1647	1.331984651
1648	1.331032857
1649	1.330249764
1650	1.329320514
1651	1.328468822
1652	1.327521724
1653	1.326481158
1654	1.325652607
1655	1.324786392
1656	1.323922134
1657	1.323018944
1658	1.3221012
1659	1.321475672
1660	1.320762693
1661	1.319874991
1662	1.318961265
1663	1.318158612
