iter	RMSE
1664	1.317221712
1665	1.316240641
1666	1.315314407
1667	1.314458547
1668	1.313638847
1669	1.312658119
1670	1.311787264
1671	1.311076877
1672	1.310116268
1673	1.309242752
1674	1.30829574
1675	1.307577186
1676	1.306624914
1677	1.305684789
1678	1.30479735
1679	1.304123898
1680	1.303292495
1681	1.302387244
1682	1.30156263
1683	1.300595194
1684	1.299690441
1685	1.298832532
1686	1.297728638
1687	1.296732174
1688	1.296087381
1689	1.295275364
1690	1.294421623
1691	1.29342492
1692	1.29235565
1693	1.291463766
1694	1.290704457
1695	1.289668967
1696	1.288915123
1697	1.28807196
1698	1.287159129
1699	1.286172507
1700	1.285448692
1701	1.28459235
1702	1.283870948
1703	1.283053358
1704	1.282165986
1705	1.281111419
1706	1.280112712
1707	1.279489387
1708	1.278641839
1709	1.277904423
1710	1.277055813
1711	1.276283049
1712	1.27544623
1713	1.274361435
1714	1.273450247
1715	1.272635835
1716	1.271899822
1717	1.271183309
1718	1.270357941
1719	1.269400953
1720	1.268604419
1721	1.267681385
1722	1.266782215
1723	1.266113
1724	1.265184259
1725	1.264286667
1726	1.263499735
1727	1.262705009
1728	1.261845517
1729	1.261068257
1730	1.260262611
1731	1.259300282
1732	1.258510976
1733	1.257760427
1734	1.256940455
1735	1.255948674
1736	1.255037179
1737	1.254247778
1738	1.253412495
1739	1.252588606
1740	1.251827845
1741	1.250892217
1742	1.249969375
1743	1.249231066
1744	1.248429241
1745	1.247694133
1746	1.246898827
1747	1.24609811
1748	1.245322262
1749	1.24453133
1750	1.243724301
1751	1.242937542
1752	1.242129699
1753	1.241370961
1754	1.240724288
1755	1.239762217
1756	1.239044539
1757	1.238236783
1758	1.237255027
1759	1.236499159
1760	1.235561981
1761	1.234686147
1762	1.233853388
1763	1.233078328
1764	1.232261906
1765	1.231538035
1766	1.230696968
1767	1.229851669
1768	1.229160669
1769	1.228490656
1770	1.227713402
1771	1.226948249
1772	1.226315011
1773	1.225534068
1774	1.224742901
1775	1.223977176
1776	1.223083915
1777	1.222285278
1778	1.221546091
1779	1.220613423
1780	1.21994806
1781	1.219240517
1782	1.218379519
1783	1.217714225
1784	1.216667145
1785	1.21576224
1786	1.215046947
1787	1.214215583
1788	1.213253998
1789	1.212511556
1790	1.211738588
1791	1.210749646
1792	1.210046039
1793	1.209177265
1794	1.208325988
1795	1.207650908
1796	1.206544537
1797	1.205761327
1798	1.204969814
1799	1.204161889
1800	1.2033712
1801	1.202532535
1802	1.20177649
1803	1.200955107
1804	1.200158752
1805	1.199493885
1806	1.19879039
1807	1.198063222
1808	1.197117004
1809	1.196390591
1810	1.195701899
1811	1.194902664
1812	1.194091899
1813	1.193362883
1814	1.192581769
1815	1.191811237
1816	1.190953819
1817	1.190133704
1818	1.189374107
1819	1.188525562
1820	1.187660432
1821	1.18690702
1822	1.186160865
1823	1.185387298
1824	1.184412521
1825	1.183535202
1826	1.182847344
1827	1.181994029
1828	1.181253598
1829	1.180637116
1830	1.180064207
1831	1.179395388
1832	1.178554054
1833	1.177924086
1834	1.177098967
1835	1.176505245
1836	1.175761362
1837	1.175066901
1838	1.174255468
1839	1.173488011
1840	1.172847443
1841	1.17211618
1842	1.171259432
1843	1.170518237
1844	1.169712636
1845	1.169027306
1846	1.168310033
1847	1.167602069
1848	1.166955692
1849	1.166317313
1850	1.165528803
1851	1.164854696
1852	1.164352199
1853	1.163661468
1854	1.162949515
1855	1.162071218
1856	1.1613512
1857	1.160611923
1858	1.160015964
1859	1.159158227
1860	1.158241045
1861	1.157491547
1862	1.156763033
1863	1.15599531
1864	1.155093444
1865	1.154342267
1866	1.153695575
1867	1.153036054
1868	1.152388043
1869	1.151637916
1870	1.150935091
1871	1.150287798
1872	1.149402943
1873	1.148541627
1874	1.147823007
1875	1.147085615
1876	1.146394147
1877	1.145737304
1878	1.14516823
1879	1.144552522
1880	1.143875572
1881	1.14312218
1882	1.142339075
1883	1.141706818
1884	1.141134316
1885	1.140425169
1886	1.139770957
1887	1.138846342
1888	1.138000097
1889	1.137302238
1890	1.13650486
1891	1.135900735
1892	1.135191931
1893	1.134542819
1894	1.133955588
1895	1.13337997
1896	1.13263735
1897	1.131999372
1898	1.131207385
1899	1.130534476
1900	1.129820238
1901	1.129065092
1902	1.128323045
1903	1.127678501
1904	1.126766549
1905	1.126107341
1906	1.125511111
1907	1.124748465
1908	1.123996531
1909	1.123443798
1910	1.122787047
1911	1.122207483
1912	1.121339644
1913	1.120546642
1914	1.119849359
1915	1.119105633
1916	1.118499118
1917	1.117966807
1918	1.117227046
1919	1.116523286
1920	1.115752755
1921	1.114926002
1922	1.114282634
1923	1.113698092
1924	1.113032983
1925	1.112436819
1926	1.111838365
1927	1.111174199
1928	1.110426113
1929	1.109868301
1930	1.109100412
1931	1.108393915
1932	1.107614142
1933	1.10701546
1934	1.106335316
1935	1.105586094
1936	1.104855664
1937	1.104154594
1938	1.103377248
1939	1.102864486
1940	1.102131814
1941	1.101554648
1942	1.100828527
1943	1.100099874
1944	1.099564187
1945	1.098846736
1946	1.09823712
1947	1.097644388
1948	1.097009887
1949	1.096311238
1950	1.095414379
1951	1.0947108
1952	1.093810006
1953	1.092979807
1954	1.092349317
1955	1.091572946
1956	1.091017907
1957	1.090314324
1958	1.089611878
1959	1.088991749
1960	1.088445324
1961	1.087793126
1962	1.08719598
1963	1.086620244
1964	1.08593988
1965	1.085226657
1966	1.084597388
1967	1.0839914
1968	1.083153242
1969	1.082417697
1970	1.081813038
1971	1.081369728
1972	1.080696222
1973	1.080010763
1974	1.079343382
1975	1.078727175
1976	1.078131327
1977	1.077573151
1978	1.076848267
1979	1.076157388
1980	1.075472075
1981	1.074774144
1982	1.074234906
1983	1.073602761
1984	1.072831291
1985	1.072247491
1986	1.071678093
1987	1.070907192
1988	1.070246164
1989	1.069526169
1990	1.068899864
1991	1.068300326
1992	1.067637838
1993	1.0669257
1994	1.066491301
1995	1.065968235
1996	1.065354022
1997	1.064707428
1998	1.064110926
1999	1.063519252
2000	1.062932529
2001	1.062224952
2002	1.061752461
2003	1.061196384
2004	1.060708328
2005	1.060069432
2006	1.059314961
2007	1.058601746
2008	1.058051413
2009	1.057518778
2010	1.05687817
2011	1.05625357
2012	1.055637154
2013	1.055034804
2014	1.054409187
2015	1.053514793
2016	1.053027739
2017	1.052307852
2018	1.0517227
2019	1.051109187
2020	1.050391509
2021	1.049892318
2022	1.049251849
2023	1.048613305
2024	1.048176447
2025	1.047543088
2026	1.046947015
2027	1.046321157
2028	1.045775908
2029	1.045150807
2030	1.044553201
2031	1.043867511
2032	1.043313864
2033	1.042667039
2034	1.041975616
2035	1.041323065
2036	1.04074573
2037	1.040151582
2038	1.03965142
2039	1.039068545
2040	1.038550159
2041	1.037840545
2042	1.037152814
2043	1.036373538
2044	1.035668375
2045	1.035038546
2046	1.034535939
2047	1.033928294
2048	1.033350149
2049	1.032724478
2050	1.032077512
2051	1.0315252
2052	1.030831515
2053	1.030265369
2054	1.029666092
2055	1.029112993
2056	1.028556001
2057	1.02784027
2058	1.027312892
2059	1.026786925
2060	1.026236923
2061	1.025623104
2062	1.024976507
2063	1.024420475
2064	1.02363084
2065	1.023127181
2066	1.022421565
2067	1.021873439
2068	1.021395761
2069	1.020781339
2070	1.020201081
2071	1.019616105
2072	1.018988855
2073	1.018387392
2074	1.01792426
2075	1.017352733
2076	1.016879356
2077	1.016331807
2078	1.01580867
2079	1.015274189
2080	1.014656669
2081	1.014110326
2082	1.013624697
2083	1.012937618
2084	1.012444466
2085	1.01182454
2086	1.01101236
2087	1.010372983
2088	1.009775029
2089	1.009274746
2090	1.008850952
2091	1.008278781
2092	1.007766253
2093	1.007171532
2094	1.006574914
2095	1.006116642
2096	1.005612365
2097	1.005092383
2098	1.004537272
2099	1.003867058
2100	1.003254891
2101	1.002685116
2102	1.002038864
2103	1.001412394
2104	1.000897193
2105	1.000322226
2106	0.9995899253
2107	0.998994733
2108	0.9984680241
2109	0.9979573899
2110	0.9974481872
2111	0.9969476917
2112	0.996325952
2113	0.995550869
2114	0.9949758058
2115	0.9944906434
2116	0.9938717379
2117	0.9933403733
2118	0.9928405219
2119	0.992299566
2120	0.991635825
2121	0.9911038211
2122	0.990607838
2123	0.9899313369
2124	0.9895540885
2125	0.9891475813
2126	0.9886435269
2127	0.9881111505
2128	0.9875391008
2129	0.9869958113
2130	0.9865422424
2131	0.9860976959
2132	0.9854424644
2133	0.9849188592
2134	0.9844816696
2135	0.98386965
2136	0.9833164113
2137	0.9826755418
2138	0.9821718507
2139	0.9815685952
2140	0.9811127054
2141	0.9805383879
2142	0.9800073473
2143	0.9795014493
2144	0.9789264351
2145	0.9784311993
2146	0.9779184957
2147	0.9773985261
2148	0.9769371385
2149	0.976488385
2150	0.9759626711
2151	0.9753172465
2152	0.9748023373
2153	0.9743017454
2154	0.9738277605
2155	0.9733902226
2156	0.9727758425
2157	0.9722454757
2158	0.9716999294
2159	0.9711861316
2160	0.9706769666
2161	0.9703007424
2162	0.9697856018
2163	0.9693306336
2164	0.9687145242
2165	0.9681780617
2166	0.9677303133
2167	0.9672543312
2168	0.9667814918
2169	0.9663236686
2170	0.965639952
2171	0.9652203893
2172	0.9647294145
2173	0.9642492067
2174	0.9636370361
2175	0.963056413
2176	0.9624761042
2177	0.9619071242
2178	0.9612692908
2179	0.9608089346
2180	0.9602836842
2181	0.9596700336
2182	0.959172878
2183	0.9586946074
2184	0.9582666863
2185	0.9577705307
2186	0.9573524702
2187	0.9567395926
2188	0.9561741786
2189	0.9556352822
2190	0.9552044235
2191	0.9546793911
2192	0.9541704153
2193	0.9535941371
2194	0.9529157198
2195	0.9524428782
2196	0.9519643063
2197	0.951359917
2198	0.9508602668
2199	0.9502821044
2200	0.9496329661
2201	0.9490925223
2202	0.9486468214
2203	0.9480982504
2204	0.9475064076
2205	0.9470357217
2206	0.9465498655
2207	0.9460478854
2208	0.9455213186
2209	0.945068858
2210	0.944591751
2211	0.9442038586
2212	0.9436491478
2213	0.9431789837
2214	0.9424706457
2215	0.9419617309
2216	0.9414306377
2217	0.940972782
2218	0.940352846
2219	0.9399084569
2220	0.9392299074
2221	0.93871821
2222	0.9383564751
2223	0.9379108427
2224	0.937437701
2225	0.936972327
2226	0.9364547657
2227	0.9357861618
2228	0.9353689063
2229	0.9347664033
2230	0.9342400688
2231	0.9336692397
2232	0.9331386182
2233	0.9324675577
2234	0.9318811389
2235	0.9314154478
2236	0.9309272641
2237	0.9303335232
2238	0.9299946644
2239	0.9295848018
2240	0.9290942119
2241	0.9286367607
2242	0.9281737643
2243	0.927851711
2244	0.9273950869
2245	0.9268129389
2246	0.9262911918
2247	0.9256870288
2248	0.9251793059
2249	0.9246938332
2250	0.9240409294
2251	0.9235178455
2252	0.9230839969
2253	0.9226279288
2254	0.9222005964
2255	0.9217357467
2256	0.9211951307
2257	0.9207015984
2258	0.9202360136
2259	0.9197155673
2260	0.9191690643
2261	0.9186890585
2262	0.9182429091
2263	0.9177677
2264	0.9172356798
2265	0.9167837393
2266	0.9163146503
2267	0.9158089609
2268	0.9153100691
2269	0.914880933
2270	0.9144414974
2271	0.9140065777
2272	0.9135302779
2273	0.9130572028
2274	0.9125500532
2275	0.9119751201
2276	0.911541641
2277	0.9107909547
2278	0.9104340208
2279	0.9099342132
2280	0.9094710308
2281	0.908908511
2282	0.9084721325
2283	0.9079538109
2284	0.9074837203
2285	0.9069046731
2286	0.9061757597
2287	0.9056379043
2288	0.9051357612
2289	0.9046738307
2290	0.9042425728
2291	0.9038274775
2292	0.9033417427
2293	0.9028591461
2294	0.9024138268
2295	0.9019936859
2296	0.9014975362
2297	0.9011664381
2298	0.9006519335
2299	0.900181848
2300	0.8997789349
2301	0.899204825
2302	0.8987349407
2303	0.8983424358
2304	0.8979038907
2305	0.897608771
2306	0.8971853554
2307	0.8966486039
2308	0.8961883131
2309	0.8956969647
2310	0.8952291706
2311	0.8948812972
2312	0.8943271527
2313	0.893968694
2314	0.893550583
2315	0.8931323506
2316	0.8926338775
2317	0.8923131773
2318	0.8917916915
2319	0.8913827442
2320	0.8908515543
2321	0.8903252513
2322	0.8896891614
2323	0.8892428901
2324	0.8887057351
2325	0.8881448464
2326	0.8875651825
2327	0.8870680844
2328	0.886529468
2329	0.8861661988
2330	0.8857014703
2331	0.8850957013
2332	0.8845728483
2333	0.8839048028
2334	0.8834121851
2335	0.883146356
2336	0.8825901648
2337	0.8821756241
2338	0.8816803676
2339	0.8811889449
2340	0.8806696024
2341	0.8802380188
2342	0.8797874988
2343	0.8794576758
2344	0.8789691297
2345	0.878440068
2346	0.8779542056
2347	0.8774767094
2348	0.8768499703
2349	0.876375183
2350	0.8760270997
2351	0.87557742
2352	0.8749640195
2353	0.8744693914
2354	0.8738142362
2355	0.8734805749
2356	0.873050641
2357	0.8725523336
2358	0.8721717279
2359	0.8716755639
2360	0.8712024431
2361	0.8708104495
2362	0.8704422605
2363	0.8700843475
2364	0.869739279
2365	0.8691887258
2366	0.8686244912
2367	0.8681491327
2368	0.8675731129
2369	0.8670716519
2370	0.8666632496
2371	0.8662832624
2372	0.8658424835
2373	0.8653986622
2374	0.8649374833
2375	0.8645274242
2376	0.8640862554
2377	0.863565099
2378	0.8632051555
2379	0.8626873282
2380	0.8624891109
2381	0.8620655515
2382	0.8616481372
2383	0.8611998391
2384	0.8608275218
2385	0.8603909286
2386	0.8600704267
2387	0.8596403815
2388	0.8592580851
2389	0.8588609431
2390	0.858502992
2391	0.8580700204
2392	0.8576087507
2393	0.8571854392
2394	0.8567377412
2395	0.8562650365
2396	0.8558161453
2397	0.8554732537
2398	0.8550803919
2399	0.8547283316
2400	0.8542995294
2401	0.8537750564
2402	0.8532998948
2403	0.8528664428
2404	0.852396075
2405	0.8521331358
2406	0.8516709564
2407	0.8512699096
2408	0.8506692841
2409	0.8503323656
2410	0.8498579941
2411	0.8495393826
2412	0.8490700934
2413	0.8486464475
2414	0.8482456839
2415	0.8478578984
2416	0.8474029029
2417	0.8468599341
2418	0.8463498251
2419	0.8459546762
2420	0.8454654365
2421	0.845000807
2422	0.8445824439
2423	0.8440987183
2424	0.8437006394
2425	0.843092389
2426	0.8425299416
2427	0.8422009972
2428	0.8417575098
2429	0.8414084456
2430	0.8410679109
2431	0.840696534
2432	0.8403816536
2433	0.839877982
2434	0.8394529598
2435	0.8390927982
2436	0.8385799855
2437	0.8381258871
2438	0.8376002418
2439	0.8371668449
2440	0.8366997019
2441	0.836140951
2442	0.835554018
2443	0.8352089323
2444	0.8347739095
2445	0.834344397
2446	0.8338156308
2447	0.8334132549
2448	0.8331689163
2449	0.8327764268
2450	0.8323731335
2451	0.8318562588
2452	0.8314515936
2453	0.8310460957
2454	0.8307249102
2455	0.830225316
2456	0.8298414894
2457	0.8293978889
2458	0.8289047017
2459	0.8285064594
2460	0.8279935039
2461	0.8275827054
2462	0.8269998068
2463	0.8266586665
2464	0.8262538293
2465	0.8258485883
2466	0.8256093162
2467	0.8251956739
2468	0.8248880931
2469	0.8243989765
2470	0.8239736523
2471	0.8234435753
2472	0.8231097181
2473	0.8227618732
2474	0.8223845869
2475	0.8219786922
2476	0.821572975
2477	0.820968317
2478	0.8206626529
2479	0.8203007731
2480	0.819858605
2481	0.8194259384
2482	0.8190115385
2483	0.8186742322
2484	0.8182039727
2485	0.8177313309
2486	0.8173568213
2487	0.8169829952
2488	0.8165810226
2489	0.8161712484
2490	0.8157701505
2491	0.8152925935
2492	0.8147991477
2493	0.8144810788
2494	0.814102307
2495	0.813849641
2496	0.8135741913
2497	0.813279136
2498	0.8127367669
2499	0.8124376463
2500	0.8120528208
2501	0.8116153281
2502	0.8113660156
2503	0.810895622
2504	0.810437621
2505	0.8099994479
2506	0.8096965934
2507	0.8093403245
2508	0.8090652503
2509	0.808655877
2510	0.8082383065
2511	0.80771113
2512	0.8073484143
2513	0.8070917803
2514	0.8066241856
2515	0.8062104251
2516	0.8059817354
2517	0.8058210928
2518	0.8054015025
2519	0.8049346177
2520	0.804560979
2521	0.8041498451
2522	0.8038425898
2523	0.8035445595
2524	0.8030806619
2525	0.8027259978
2526	0.802329773
2527	0.8019756677
2528	0.8016013363
2529	0.8013326257
2530	0.8010607378
2531	0.8006375046
2532	0.8001075843
2533	0.7996726393
2534	0.799281949
2535	0.798822511
2536	0.7984670093
2537	0.798039989
2538	0.7977402467
2539	0.7973026111
2540	0.79702012
2541	0.7966272312
2542	0.7959458935
2543	0.7955968681
2544	0.7952300886
2545	0.7950280413
2546	0.7946108307
2547	0.7942283094
2548	0.7937760854
2549	0.7934661613
2550	0.7930238233
2551	0.7927713303
2552	0.7923531792
2553	0.7919833546
2554	0.7917043229
2555	0.7914433511
2556	0.7910887645
2557	0.7906672054
2558	0.7902329008
2559	0.7897473931
2560	0.7894634667
2561	0.7891466014
2562	0.7887252476
2563	0.7883355406
2564	0.7877288132
2565	0.7873245176
2566	0.7869431516
2567	0.7866441291
2568	0.7864277572
2569	0.7860092832
2570	0.7856516348
2571	0.7854173177
2572	0.7851508568
2573	0.7848161531
2574	0.7845468147
2575	0.7840275018
2576	0.7837352158
2577	0.7832604722
2578	0.7828793964
2579	0.7825176725
2580	0.7821063941
2581	0.7817109368
2582	0.7813545372
2583	0.7809298847
2584	0.7804745466
2585	0.7801482448
2586	0.7799426892
2587	0.7797234422
2588	0.7792339877
2589	0.7790140421
2590	0.7786609265
2591	0.7782215038
2592	0.7777575169
2593	0.777378418
2594	0.7770168146
2595	0.7767192161
2596	0.7763735463
2597	0.7760321487
2598	0.7756267402
2599	0.7752449386
2600	0.7749484114
2601	0.7747838332
2602	0.7744122973
2603	0.7741558918
2604	0.7737527268
2605	0.7733776635
2606	0.7729826507
2607	0.772813069
2608	0.7723752128
2609	0.7719899059
2610	0.7718181828
2611	0.7715163937
2612	0.7713352155
